Streaming output truncated to the last 5000 lines.
step 500: train loss 2.4262, val loss 2.4279
saving checkpoint to out/block_size128_n_layer6_n_head8_n_embd128_batch_size8_max_iters2000_dropout0.2
iter 500: loss 2.4267, time 414.19ms, mfu 0.14%
iter 780: loss 2.0995, time 31.63ms, mfu 0.43%
iter 785: loss 2.1176, time 29.48ms, mfu 0.42%
iter 790: loss 2.0727, time 25.48ms, mfu 0.42%
iter 795: loss 2.0928, time 36.98ms, mfu 0.40%
iter 800: loss 2.0943, time 26.85ms, mfu 0.40%
iter 805: loss 2.1239, time 25.58ms, mfu 0.40%
iter 810: loss 2.0330, time 17.44ms, mfu 0.42%
iter 815: loss 2.0737, time 17.24ms, mfu 0.44%
iter 820: loss 2.0629, time 17.93ms, mfu 0.45%
iter 825: loss 2.1146, time 18.71ms, mfu 0.46%
iter 830: loss 2.0345, time 16.36ms, mfu 0.47%
iter 835: loss 2.1032, time 17.22ms, mfu 0.48%
iter 840: loss 2.1237, time 15.63ms, mfu 0.50%
iter 845: loss 2.1025, time 16.54ms, mfu 0.51%
iter 850: loss 2.0042, time 18.96ms, mfu 0.51%
iter 855: loss 2.1041, time 15.80ms, mfu 0.53%
iter 860: loss 2.1393, time 16.51ms, mfu 0.54%
iter 865: loss 2.0699, time 16.39ms, mfu 0.54%
iter 870: loss 2.0441, time 16.46ms, mfu 0.55%
iter 875: loss 2.0537, time 16.51ms, mfu 0.56%
iter 880: loss 2.1572, time 15.89ms, mfu 0.56%
iter 885: loss 2.1386, time 17.43ms, mfu 0.57%
iter 890: loss 2.0267, time 17.64ms, mfu 0.57%
iter 895: loss 2.1782, time 16.20ms, mfu 0.57%
iter 900: loss 2.0927, time 15.74ms, mfu 0.58%
iter 905: loss 2.0714, time 15.24ms, mfu 0.59%
iter 910: loss 1.9197, time 16.17ms, mfu 0.59%
iter 915: loss 2.0472, time 15.78ms, mfu 0.60%
iter 920: loss 2.0704, time 16.70ms, mfu 0.60%
iter 925: loss 2.0844, time 19.63ms, mfu 0.59%
iter 930: loss 1.9769, time 15.92ms, mfu 0.59%
iter 935: loss 1.9440, time 15.86ms, mfu 0.60%
iter 940: loss 1.9470, time 15.37ms, mfu 0.60%
iter 945: loss 1.9956, time 16.33ms, mfu 0.61%
iter 950: loss 2.0187, time 15.57ms, mfu 0.61%
iter 955: loss 2.0673, time 15.86ms, mfu 0.61%
iter 960: loss 2.1540, time 15.85ms, mfu 0.62%
iter 965: loss 2.0290, time 15.28ms, mfu 0.62%
iter 970: loss 1.9549, time 15.84ms, mfu 0.62%
iter 975: loss 1.8721, time 15.52ms, mfu 0.62%
iter 980: loss 2.0495, time 15.80ms, mfu 0.63%
iter 985: loss 1.9692, time 15.28ms, mfu 0.63%
iter 990: loss 2.1194, time 16.10ms, mfu 0.63%
iter 995: loss 2.0496, time 15.69ms, mfu 0.63%
step 1000: train loss 1.9791, val loss 2.0299
saving checkpoint to out/block_size128_n_layer6_n_head8_n_embd256_batch_size8_max_iters2000_dropout0.1
iter 1000: loss 2.0350, time 425.79ms, mfu 0.57%
iter 1005: loss 1.9341, time 16.31ms, mfu 0.58%
iter 1010: loss 2.0080, time 16.70ms, mfu 0.58%
iter 1015: loss 1.9336, time 16.24ms, mfu 0.58%
iter 1020: loss 2.0595, time 16.20ms, mfu 0.59%
iter 1025: loss 1.9796, time 17.99ms, mfu 0.58%
iter 1030: loss 2.0632, time 15.96ms, mfu 0.59%
iter 1035: loss 1.9555, time 15.92ms, mfu 0.59%
iter 1040: loss 2.0520, time 15.77ms, mfu 0.60%
iter 1045: loss 1.9867, time 15.71ms, mfu 0.60%
iter 1050: loss 2.0321, time 15.91ms, mfu 0.61%
iter 1055: loss 2.0071, time 16.28ms, mfu 0.61%
iter 1060: loss 2.0105, time 20.12ms, mfu 0.60%
iter 1065: loss 2.1163, time 16.33ms, mfu 0.60%
iter 1070: loss 2.0198, time 15.89ms, mfu 0.60%
iter 1075: loss 2.0588, time 15.76ms, mfu 0.61%
iter 1080: loss 2.0983, time 15.83ms, mfu 0.61%
iter 1085: loss 2.0073, time 15.70ms, mfu 0.61%
iter 1090: loss 2.0446, time 16.16ms, mfu 0.61%
iter 1095: loss 2.0392, time 16.66ms, mfu 0.61%
iter 1100: loss 2.0305, time 15.94ms, mfu 0.62%
iter 1105: loss 2.0237, time 19.20ms, mfu 0.61%
iter 1110: loss 2.0861, time 25.84ms, mfu 0.59%
iter 1115: loss 2.0127, time 18.11ms, mfu 0.58%
iter 1120: loss 1.9714, time 15.76ms, mfu 0.59%
iter 1125: loss 2.1316, time 16.93ms, mfu 0.59%
iter 1130: loss 2.0469, time 16.42ms, mfu 0.59%
iter 1135: loss 1.9583, time 16.24ms, mfu 0.59%
iter 1140: loss 2.0220, time 18.55ms, mfu 0.59%
iter 1145: loss 1.9850, time 16.28ms, mfu 0.59%
iter 1150: loss 2.0057, time 16.84ms, mfu 0.59%
iter 1155: loss 1.9587, time 16.20ms, mfu 0.60%
iter 1160: loss 1.9813, time 16.54ms, mfu 0.60%
iter 1165: loss 1.9781, time 16.79ms, mfu 0.60%
iter 1170: loss 1.9694, time 16.36ms, mfu 0.60%
iter 1175: loss 1.8901, time 18.21ms, mfu 0.60%
iter 1180: loss 1.8813, time 16.07ms, mfu 0.60%
iter 1185: loss 2.0290, time 15.78ms, mfu 0.60%
iter 1190: loss 1.9529, time 16.39ms, mfu 0.60%
iter 1195: loss 2.0135, time 15.68ms, mfu 0.61%
iter 1200: loss 1.9909, time 16.31ms, mfu 0.61%
iter 1205: loss 1.9538, time 17.22ms, mfu 0.61%
iter 1210: loss 1.9930, time 15.54ms, mfu 0.61%
iter 1215: loss 2.0236, time 17.23ms, mfu 0.61%
iter 1220: loss 1.9229, time 15.99ms, mfu 0.61%
iter 1225: loss 1.9533, time 18.22ms, mfu 0.61%
iter 1230: loss 1.9614, time 15.77ms, mfu 0.61%
iter 1235: loss 2.0121, time 16.04ms, mfu 0.61%
iter 1240: loss 1.9154, time 15.87ms, mfu 0.61%
iter 1245: loss 1.9799, time 16.48ms, mfu 0.61%
step 1250: train loss 1.9606, val loss 2.0071
saving checkpoint to out/block_size128_n_layer6_n_head8_n_embd256_batch_size8_max_iters2000_dropout0.1
iter 1250: loss 1.9384, time 451.64ms, mfu 0.55%
iter 1255: loss 2.0752, time 16.79ms, mfu 0.56%
iter 1260: loss 1.8871, time 16.17ms, mfu 0.57%
iter 1265: loss 2.0919, time 16.64ms, mfu 0.57%
iter 1270: loss 2.0864, time 35.45ms, mfu 0.54%
iter 1275: loss 1.8923, time 20.78ms, mfu 0.54%
iter 1280: loss 1.9441, time 22.73ms, mfu 0.53%
iter 1285: loss 2.0370, time 21.74ms, mfu 0.52%
iter 1290: loss 2.0244, time 32.35ms, mfu 0.50%
iter 1295: loss 1.9573, time 21.38ms, mfu 0.50%
iter 1300: loss 1.9261, time 22.39ms, mfu 0.49%
iter 1305: loss 2.0245, time 22.16ms, mfu 0.49%
iter 1310: loss 1.9366, time 19.98ms, mfu 0.49%
iter 1315: loss 2.0059, time 19.96ms, mfu 0.49%
iter 1320: loss 1.8893, time 22.73ms, mfu 0.49%
iter 1325: loss 1.9655, time 20.40ms, mfu 0.49%
iter 1330: loss 1.9961, time 23.77ms, mfu 0.48%
iter 1335: loss 2.0459, time 22.05ms, mfu 0.48%
iter 1340: loss 2.0512, time 20.09ms, mfu 0.48%
iter 1345: loss 2.0249, time 22.89ms, mfu 0.48%
iter 1350: loss 1.9997, time 20.30ms, mfu 0.48%
iter 1355: loss 2.0519, time 24.33ms, mfu 0.47%
iter 1360: loss 1.9734, time 22.92ms, mfu 0.47%
iter 1365: loss 1.9482, time 27.01ms, mfu 0.46%
iter 1370: loss 1.8866, time 24.99ms, mfu 0.45%
iter 1375: loss 2.0071, time 32.79ms, mfu 0.44%
iter 1380: loss 2.0847, time 26.59ms, mfu 0.43%
iter 1385: loss 1.9709, time 27.02ms, mfu 0.43%
iter 1390: loss 1.9120, time 24.47ms, mfu 0.43%
iter 1395: loss 1.9834, time 28.75ms, mfu 0.42%
iter 1400: loss 2.0529, time 16.52ms, mfu 0.44%
iter 1405: loss 1.9569, time 15.59ms, mfu 0.46%
iter 1410: loss 1.9613, time 15.78ms, mfu 0.48%
iter 1415: loss 1.9026, time 15.55ms, mfu 0.49%
iter 1420: loss 1.9714, time 15.64ms, mfu 0.51%
iter 1425: loss 1.9556, time 16.94ms, mfu 0.52%
iter 1430: loss 1.9328, time 15.55ms, mfu 0.53%
iter 1435: loss 1.9019, time 15.25ms, mfu 0.54%
iter 1440: loss 2.0054, time 15.73ms, mfu 0.55%
iter 1445: loss 1.9606, time 15.64ms, mfu 0.56%
iter 1450: loss 1.9253, time 16.70ms, mfu 0.57%
iter 1455: loss 1.9318, time 18.69ms, mfu 0.57%
iter 1460: loss 2.0104, time 15.97ms, mfu 0.57%
iter 1465: loss 1.9282, time 15.17ms, mfu 0.58%
iter 1470: loss 1.8984, time 17.44ms, mfu 0.58%
iter 1475: loss 1.8344, time 17.12ms, mfu 0.58%
iter 1480: loss 1.8791, time 15.82ms, mfu 0.59%
iter 1485: loss 1.9864, time 16.09ms, mfu 0.59%
iter 1490: loss 1.9423, time 15.76ms, mfu 0.60%
iter 1495: loss 1.9139, time 15.96ms, mfu 0.60%
step 1500: train loss 1.8879, val loss 1.9906
saving checkpoint to out/block_size128_n_layer6_n_head8_n_embd256_batch_size8_max_iters2000_dropout0.1
iter 1500: loss 1.9600, time 439.76ms, mfu 0.54%
iter 1505: loss 1.9840, time 16.65ms, mfu 0.55%
iter 1510: loss 1.9821, time 16.82ms, mfu 0.55%
iter 1515: loss 1.9366, time 17.64ms, mfu 0.56%
iter 1520: loss 1.9697, time 16.70ms, mfu 0.56%
iter 1525: loss 1.9650, time 16.81ms, mfu 0.57%
iter 1530: loss 1.8876, time 16.41ms, mfu 0.57%
iter 1535: loss 1.8282, time 17.14ms, mfu 0.57%
iter 1540: loss 1.9444, time 16.52ms, mfu 0.58%
iter 1545: loss 1.9306, time 16.00ms, mfu 0.58%
iter 1550: loss 1.9218, time 17.25ms, mfu 0.58%
iter 1555: loss 1.9025, time 16.41ms, mfu 0.59%
iter 1560: loss 2.0009, time 25.69ms, mfu 0.57%
iter 1565: loss 1.9683, time 16.81ms, mfu 0.57%
iter 1570: loss 1.9778, time 18.35ms, mfu 0.57%
iter 1575: loss 1.8605, time 15.93ms, mfu 0.57%
iter 1580: loss 1.8825, time 17.39ms, mfu 0.58%
iter 1585: loss 1.9020, time 16.18ms, mfu 0.58%
iter 1590: loss 1.9150, time 15.77ms, mfu 0.59%
iter 1595: loss 1.9337, time 20.63ms, mfu 0.58%
iter 1600: loss 1.9500, time 16.15ms, mfu 0.58%
iter 1605: loss 1.9692, time 16.75ms, mfu 0.58%
iter 1610: loss 1.8950, time 19.89ms, mfu 0.58%
iter 1615: loss 2.0197, time 15.74ms, mfu 0.58%
iter 1620: loss 1.9583, time 20.38ms, mfu 0.57%
iter 1625: loss 1.8939, time 16.15ms, mfu 0.58%
iter 1630: loss 1.8463, time 17.29ms, mfu 0.58%
iter 1635: loss 1.9776, time 19.72ms, mfu 0.57%
iter 1640: loss 2.0236, time 16.10ms, mfu 0.58%
iter 1645: loss 1.8550, time 16.03ms, mfu 0.58%
iter 1650: loss 1.9520, time 15.58ms, mfu 0.59%
iter 1655: loss 1.9157, time 15.71ms, mfu 0.60%
iter 1660: loss 1.8573, time 15.84ms, mfu 0.60%
iter 1665: loss 1.8637, time 21.66ms, mfu 0.59%
iter 1670: loss 2.0618, time 15.99ms, mfu 0.59%
iter 1675: loss 1.9753, time 16.08ms, mfu 0.59%
iter 1680: loss 1.8645, time 16.28ms, mfu 0.60%
iter 1685: loss 1.9482, time 16.37ms, mfu 0.60%
iter 1690: loss 2.0330, time 15.98ms, mfu 0.60%
iter 1695: loss 2.1003, time 16.23ms, mfu 0.60%
iter 1700: loss 1.9244, time 16.00ms, mfu 0.61%
iter 1705: loss 1.9463, time 16.31ms, mfu 0.61%
iter 1710: loss 1.8580, time 16.39ms, mfu 0.61%
iter 1715: loss 1.9743, time 16.17ms, mfu 0.61%
iter 1720: loss 1.9372, time 15.92ms, mfu 0.61%
iter 1725: loss 1.8669, time 16.48ms, mfu 0.61%
iter 1730: loss 1.8574, time 16.60ms, mfu 0.61%
iter 1735: loss 1.9068, time 16.61ms, mfu 0.61%
iter 1740: loss 1.8939, time 15.96ms, mfu 0.61%
iter 1745: loss 2.0279, time 17.07ms, mfu 0.61%
step 1750: train loss 1.8609, val loss 1.9528
saving checkpoint to out/block_size128_n_layer6_n_head8_n_embd256_batch_size8_max_iters2000_dropout0.1
iter 1750: loss 1.8897, time 441.66ms, mfu 0.55%
iter 1755: loss 1.9492, time 16.39ms, mfu 0.56%
iter 1760: loss 1.8286, time 15.96ms, mfu 0.57%
iter 1765: loss 1.9387, time 16.87ms, mfu 0.57%
iter 1770: loss 1.9181, time 16.65ms, mfu 0.57%
iter 1775: loss 1.8116, time 17.82ms, mfu 0.57%
iter 1780: loss 1.9574, time 15.92ms, mfu 0.58%
iter 1785: loss 1.8570, time 16.40ms, mfu 0.58%
iter 1790: loss 1.8750, time 16.41ms, mfu 0.59%
iter 1795: loss 1.8622, time 15.73ms, mfu 0.59%
iter 1800: loss 1.8456, time 23.90ms, mfu 0.58%
iter 1805: loss 1.9404, time 17.03ms, mfu 0.58%
iter 1810: loss 1.9520, time 16.19ms, mfu 0.58%
iter 1815: loss 1.8274, time 17.15ms, mfu 0.58%
iter 1820: loss 1.9095, time 16.34ms, mfu 0.59%
iter 1825: loss 1.9037, time 16.26ms, mfu 0.59%
iter 1830: loss 1.8952, time 16.00ms, mfu 0.59%
iter 1835: loss 1.8883, time 16.16ms, mfu 0.60%
iter 1840: loss 1.9746, time 16.11ms, mfu 0.60%
iter 1845: loss 1.9215, time 15.75ms, mfu 0.60%
iter 1850: loss 1.8968, time 15.71ms, mfu 0.61%
iter 1855: loss 1.8556, time 16.06ms, mfu 0.61%
iter 1860: loss 1.9812, time 29.59ms, mfu 0.58%
iter 1865: loss 1.9333, time 23.60ms, mfu 0.57%
iter 1870: loss 1.8088, time 20.60ms, mfu 0.56%
iter 1875: loss 1.8241, time 20.47ms, mfu 0.55%
iter 1880: loss 1.9903, time 22.25ms, mfu 0.54%
iter 1885: loss 1.8978, time 21.50ms, mfu 0.54%
iter 1890: loss 1.9896, time 21.14ms, mfu 0.53%
iter 1895: loss 1.9999, time 29.94ms, mfu 0.51%
iter 1900: loss 1.8962, time 19.37ms, mfu 0.51%
iter 1905: loss 1.9907, time 29.27ms, mfu 0.50%
iter 1910: loss 2.0130, time 20.61ms, mfu 0.49%
iter 1915: loss 1.7823, time 20.29ms, mfu 0.50%
iter 1920: loss 1.9228, time 23.37ms, mfu 0.49%
iter 1925: loss 1.8731, time 20.80ms, mfu 0.49%
iter 1930: loss 1.8450, time 20.98ms, mfu 0.49%
iter 1935: loss 1.9062, time 20.75ms, mfu 0.49%
iter 1940: loss 1.9563, time 20.62ms, mfu 0.49%
iter 1945: loss 1.9351, time 32.49ms, mfu 0.47%
iter 1950: loss 1.8658, time 24.24ms, mfu 0.47%
iter 1955: loss 1.8775, time 24.33ms, mfu 0.46%
iter 1960: loss 2.0031, time 27.69ms, mfu 0.45%
iter 1965: loss 1.8800, time 30.35ms, mfu 0.44%
iter 1970: loss 1.8408, time 27.94ms, mfu 0.43%
iter 1975: loss 1.8944, time 24.12ms, mfu 0.43%
iter 1980: loss 1.9758, time 29.07ms, mfu 0.42%
iter 1985: loss 1.9348, time 26.73ms, mfu 0.42%
iter 1990: loss 1.9908, time 17.19ms, mfu 0.43%
iter 1995: loss 1.9598, time 16.05ms, mfu 0.45%
step 2000: train loss 1.7951, val loss 1.9352
saving checkpoint to out/block_size128_n_layer6_n_head8_n_embd256_batch_size8_max_iters2000_dropout0.1
iter 2000: loss 1.8937, time 430.19ms, mfu 0.41%
wandb: 
wandb: 🚀 View run run_block_size128_n_layer6_n_head8_n_embd256_batch_size8_max_iters2000_dropout0.1 at: 
wandb: Find logs at: wandb/run-20251024_005733-ifuarvsk/logs
Overriding config with config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

Overriding: compile = False
Overriding: eval_iters = 20
Overriding: log_interval = 5
Overriding: device = cuda
Overriding: lr_decay_iters = 1000
Overriding: block_size = 128
Overriding: n_layer = 6
Overriding: n_head = 8
Overriding: n_embd = 256
Overriding: batch_size = 8
Overriding: max_iters = 2000
Overriding: dropout = 0.2
Overriding: out_dir = out/block_size128_n_layer6_n_head8_n_embd256_batch_size8_max_iters2000_dropout0.2
Overriding: wandb_log = True
Overriding: wandb_project = owt
Overriding: wandb_run_name = run_block_size128_n_layer6_n_head8_n_embd256_batch_size8_max_iters2000_dropout0.2
tokens per iteration will be: 1,024
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 4.74M
/content/nanoGPT/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 26, with 4,768,000 parameters
num non-decayed parameter tensors: 13, with 3,328 parameters
using fused AdamW: True
wandb: Currently logged in as: cjackson692 (cjackson692-university-of-north-texas) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: ⢿ Waiting for wandb.init()...
wandb: ⣻ Waiting for wandb.init()...
wandb: ⣽ setting up run 6hgsrlvx (0.3s)
wandb: Tracking run with wandb version 0.22.2
wandb: Run data is saved locally in /content/nanoGPT/nanoGPT/wandb/run-20251024_005827-6hgsrlvx
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run run_block_size128_n_layer6_n_head8_n_embd256_batch_size8_max_iters2000_dropout0.2
wandb: ⭐️ View project at https://wandb.ai/cjackson692-university-of-north-texas/owt
wandb: 🚀 View run at https://wandb.ai/cjackson692-university-of-north-texas/owt/runs/6hgsrlvx
step 0: train loss 4.2260, val loss 4.2239
iter 0: loss 4.2206, time 904.72ms, mfu -100.00%
iter 5: loss 3.6248, time 16.01ms, mfu 0.63%
iter 10: loss 3.3980, time 18.62ms, mfu 0.62%
iter 15: loss 3.2740, time 18.15ms, mfu 0.62%
iter 20: loss 3.0814, time 16.53ms, mfu 0.62%
iter 25: loss 3.0199, time 19.83ms, mfu 0.60%
iter 30: loss 2.8295, time 15.77ms, mfu 0.61%
iter 35: loss 2.8136, time 18.74ms, mfu 0.60%
iter 40: loss 2.7280, time 16.23ms, mfu 0.60%
iter 45: loss 2.7386, time 15.48ms, mfu 0.61%
iter 50: loss 2.6574, time 19.17ms, mfu 0.60%
iter 55: loss 2.7598, time 27.04ms, mfu 0.58%
iter 60: loss 2.6444, time 21.15ms, mfu 0.57%
iter 65: loss 2.6710, time 23.84ms, mfu 0.55%
iter 70: loss 2.6557, time 21.02ms, mfu 0.55%
iter 75: loss 2.6423, time 23.01ms, mfu 0.54%
iter 80: loss 2.6194, time 22.14ms, mfu 0.53%
iter 85: loss 2.6271, time 22.10ms, mfu 0.52%
iter 90: loss 2.6853, time 24.09ms, mfu 0.51%
iter 95: loss 2.6171, time 19.59ms, mfu 0.51%
iter 100: loss 2.6225, time 21.18ms, mfu 0.51%
iter 105: loss 2.5646, time 21.60ms, mfu 0.50%
iter 110: loss 2.6051, time 20.44ms, mfu 0.50%
iter 115: loss 2.5892, time 30.01ms, mfu 0.49%
iter 120: loss 2.5140, time 23.37ms, mfu 0.48%
iter 125: loss 2.6108, time 24.51ms, mfu 0.47%
iter 130: loss 2.6069, time 19.71ms, mfu 0.48%
iter 135: loss 2.5838, time 21.93ms, mfu 0.48%
iter 140: loss 2.5775, time 22.64ms, mfu 0.47%
iter 145: loss 2.5184, time 23.33ms, mfu 0.47%
iter 150: loss 2.5365, time 21.48ms, mfu 0.47%
iter 155: loss 2.5612, time 27.01ms, mfu 0.46%
iter 160: loss 2.5057, time 28.10ms, mfu 0.45%
iter 165: loss 2.5480, time 33.09ms, mfu 0.44%
iter 170: loss 2.5239, time 24.80ms, mfu 0.43%
iter 175: loss 2.5223, time 40.54ms, mfu 0.41%
iter 180: loss 2.5381, time 17.20ms, mfu 0.43%
iter 185: loss 2.4912, time 16.18ms, mfu 0.45%
iter 190: loss 2.5049, time 16.62ms, mfu 0.47%
iter 195: loss 2.4993, time 16.12ms, mfu 0.48%
iter 200: loss 2.4878, time 15.75ms, mfu 0.50%
iter 205: loss 2.5322, time 16.43ms, mfu 0.51%
iter 210: loss 2.5194, time 15.96ms, mfu 0.52%
iter 215: loss 2.5430, time 15.89ms, mfu 0.53%
iter 220: loss 2.5338, time 16.24ms, mfu 0.54%
iter 225: loss 2.4204, time 15.88ms, mfu 0.55%
iter 230: loss 2.5074, time 17.51ms, mfu 0.55%
iter 235: loss 2.5023, time 15.87ms, mfu 0.56%
iter 240: loss 2.4472, time 15.45ms, mfu 0.57%
iter 245: loss 2.6178, time 16.35ms, mfu 0.58%
step 250: train loss 2.4884, val loss 2.4699
saving checkpoint to out/block_size128_n_layer6_n_head8_n_embd256_batch_size8_max_iters2000_dropout0.2
iter 250: loss 2.5091, time 403.84ms, mfu 0.52%
iter 255: loss 2.4733, time 16.77ms, mfu 0.53%
iter 260: loss 2.5337, time 15.64ms, mfu 0.54%
iter 265: loss 2.5094, time 16.20ms, mfu 0.55%
iter 270: loss 2.4713, time 15.87ms, mfu 0.56%
iter 275: loss 2.4967, time 16.67ms, mfu 0.56%
iter 280: loss 2.4915, time 17.38ms, mfu 0.56%
iter 285: loss 2.5052, time 16.22ms, mfu 0.57%
iter 290: loss 2.5242, time 15.87ms, mfu 0.58%
iter 295: loss 2.5110, time 16.27ms, mfu 0.58%
iter 300: loss 2.4357, time 15.96ms, mfu 0.59%
iter 305: loss 2.4457, time 17.68ms, mfu 0.59%
iter 310: loss 2.5802, time 16.97ms, mfu 0.59%
iter 315: loss 2.4267, time 16.73ms, mfu 0.59%
iter 320: loss 2.4735, time 18.43ms, mfu 0.58%
iter 325: loss 2.4501, time 16.58ms, mfu 0.59%
iter 330: loss 2.4131, time 16.13ms, mfu 0.59%
iter 335: loss 2.4550, time 19.34ms, mfu 0.58%
iter 340: loss 2.5034, time 16.56ms, mfu 0.59%
iter 345: loss 2.3367, time 24.79ms, mfu 0.57%
iter 350: loss 2.4348, time 16.51ms, mfu 0.57%
iter 355: loss 2.4164, time 16.52ms, mfu 0.58%
iter 360: loss 2.4414, time 16.65ms, mfu 0.58%
iter 365: loss 2.4602, time 16.20ms, mfu 0.58%
iter 370: loss 2.4854, time 19.72ms, mfu 0.58%
iter 375: loss 2.4619, time 16.54ms, mfu 0.58%
iter 380: loss 2.4754, time 16.08ms, mfu 0.59%
iter 385: loss 2.4456, time 16.12ms, mfu 0.59%
iter 390: loss 2.4539, time 18.39ms, mfu 0.59%
iter 395: loss 2.4847, time 15.97ms, mfu 0.59%
iter 400: loss 2.4794, time 16.74ms, mfu 0.59%
iter 405: loss 2.4546, time 16.34ms, mfu 0.59%
iter 410: loss 2.4253, time 16.21ms, mfu 0.60%
iter 415: loss 2.3866, time 17.44ms, mfu 0.60%
iter 420: loss 2.3742, time 19.67ms, mfu 0.59%
iter 425: loss 2.4988, time 15.50ms, mfu 0.59%
iter 430: loss 2.4935, time 16.23ms, mfu 0.60%
iter 435: loss 2.4116, time 15.95ms, mfu 0.60%
iter 440: loss 2.4130, time 18.10ms, mfu 0.60%
iter 445: loss 2.4622, time 16.37ms, mfu 0.60%
iter 450: loss 2.4464, time 22.37ms, mfu 0.58%
iter 455: loss 2.4234, time 16.95ms, mfu 0.58%
iter 460: loss 2.4316, time 16.97ms, mfu 0.59%
iter 465: loss 2.4844, time 16.63ms, mfu 0.59%
iter 470: loss 2.4187, time 19.21ms, mfu 0.58%
iter 475: loss 2.4224, time 16.47ms, mfu 0.59%
iter 480: loss 2.4173, time 16.66ms, mfu 0.59%
iter 485: loss 2.4561, time 15.79ms, mfu 0.59%
iter 490: loss 2.4406, time 15.78ms, mfu 0.60%
iter 495: loss 2.4018, time 16.97ms, mfu 0.60%
step 500: train loss 2.3910, val loss 2.3945
saving checkpoint to out/block_size128_n_layer6_n_head8_n_embd256_batch_size8_max_iters2000_dropout0.2
iter 500: loss 2.4135, time 438.65ms, mfu 0.54%
iter 505: loss 2.4221, time 16.97ms, mfu 0.55%
iter 510: loss 2.3911, time 15.85ms, mfu 0.55%
iter 515: loss 2.4374, time 15.83ms, mfu 0.56%
iter 520: loss 2.4152, time 16.12ms, mfu 0.57%
iter 525: loss 2.4043, time 17.53ms, mfu 0.57%
iter 530: loss 2.3800, time 16.68ms, mfu 0.57%
iter 535: loss 2.3958, time 28.74ms, mfu 0.55%
iter 540: loss 2.4270, time 16.04ms, mfu 0.56%
iter 545: loss 2.3842, time 20.26ms, mfu 0.55%
iter 550: loss 2.3170, time 16.43ms, mfu 0.56%
iter 555: loss 2.3953, time 17.49ms, mfu 0.56%
iter 560: loss 2.3917, time 17.28ms, mfu 0.56%
iter 565: loss 2.3890, time 16.39ms, mfu 0.57%
iter 570: loss 2.3424, time 19.05ms, mfu 0.57%
iter 575: loss 2.4128, time 15.81ms, mfu 0.57%
iter 580: loss 2.3581, time 16.26ms, mfu 0.58%
iter 585: loss 2.3466, time 16.57ms, mfu 0.58%
iter 590: loss 2.3747, time 16.44ms, mfu 0.58%
iter 595: loss 2.4102, time 20.40ms, mfu 0.58%
iter 600: loss 2.3029, time 16.76ms, mfu 0.58%
iter 605: loss 2.3565, time 16.09ms, mfu 0.58%
iter 610: loss 2.3200, time 15.95ms, mfu 0.59%
iter 615: loss 2.2901, time 15.80ms, mfu 0.59%
iter 620: loss 2.3814, time 16.07ms, mfu 0.60%
iter 625: loss 2.2483, time 15.37ms, mfu 0.60%
iter 630: loss 2.3907, time 16.06ms, mfu 0.61%
iter 635: loss 2.3363, time 15.89ms, mfu 0.61%
iter 640: loss 2.2981, time 24.45ms, mfu 0.59%
iter 645: loss 2.2614, time 25.29ms, mfu 0.57%
iter 650: loss 2.2951, time 25.18ms, mfu 0.55%
iter 655: loss 2.2763, time 21.20ms, mfu 0.55%
iter 660: loss 2.3547, time 20.81ms, mfu 0.54%
iter 665: loss 2.2934, time 21.26ms, mfu 0.53%
iter 670: loss 2.3754, time 21.09ms, mfu 0.53%
iter 675: loss 2.4254, time 27.05ms, mfu 0.51%
iter 680: loss 2.3046, time 23.12ms, mfu 0.50%
iter 685: loss 2.3033, time 23.84ms, mfu 0.50%
iter 690: loss 2.2803, time 19.90ms, mfu 0.50%
iter 695: loss 2.3055, time 20.50ms, mfu 0.50%
iter 700: loss 2.2732, time 21.39ms, mfu 0.49%
iter 705: loss 2.3496, time 26.95ms, mfu 0.48%
